STATE,YEAR,ELEMENT,STATE_LEVEL3,STATE_LEVEL2,STATE_LEVEL1,PRICE TYPE,BASE PERIOD,UNIT,VALUE in ACTUALS,ABSOLUTE CHANGE in ACTUALS,ABSOLUTE CHANGE FROM A YEAR AGO in ACTUALS,% CHANGE,% CHANGE FROM A YEAR AGO,v_2013,v_2024,n_years,CAGR(%),perc_change_2013_2024
Puducherry,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,130548,10899,10899,9.11,9.11,130548,262166,11,6.543713906,100.8196219
Puducherry,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,148147,17599,17599,13.48,13.48,130548,262166,11,6.543713906,100.8196219
Puducherry,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,146921,-1226,-1226,-0.83,-0.83,130548,262166,11,6.543713906,100.8196219
Puducherry,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,172727,25806,25806,17.56,17.56,130548,262166,11,6.543713906,100.8196219
Puducherry,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,187356,14629,14629,8.47,8.47,130548,262166,11,6.543713906,100.8196219
Puducherry,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,198358,11002,11002,5.87,5.87,130548,262166,11,6.543713906,100.8196219
Puducherry,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,204140,5782,5782,2.91,2.91,130548,262166,11,6.543713906,100.8196219
Puducherry,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,217937,13797,13797,6.76,6.76,130548,262166,11,6.543713906,100.8196219
Puducherry,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,208862,-9075,-9075,-4.16,-4.16,130548,262166,11,6.543713906,100.8196219
Puducherry,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,231557,22695,22695,10.87,10.87,130548,262166,11,6.543713906,100.8196219
Puducherry,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,245180,13623,13623,5.88,5.88,130548,262166,11,6.543713906,100.8196219
Puducherry,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,262166,16986,16986,6.93,6.93,130548,262166,11,6.543713906,100.8196219
Punjab,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,94318,8741,8741,10.21,10.21,94318,196505,11,6.900542978,108.3430522
Punjab,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,103831,9513,9513,10.09,10.09,94318,196505,11,6.900542978,108.3430522
Punjab,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,108970,5139,5139,4.95,4.95,94318,196505,11,6.900542978,108.3430522
Punjab,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,118858,9888,9888,9.07,9.07,94318,196505,11,6.900542978,108.3430522
Punjab,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,128780,9922,9922,8.35,8.35,94318,196505,11,6.900542978,108.3430522
Punjab,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,139835,11055,11055,8.58,8.58,94318,196505,11,6.900542978,108.3430522
Punjab,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,149974,10139,10139,7.25,7.25,94318,196505,11,6.900542978,108.3430522
Punjab,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,154385,4411,4411,2.94,2.94,94318,196505,11,6.900542978,108.3430522
Punjab,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,150620,-3765,-3765,-2.44,-2.44,94318,196505,11,6.900542978,108.3430522
Punjab,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,170276,19656,19656,13.05,13.05,94318,196505,11,6.900542978,108.3430522
Punjab,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,181678,11402,11402,6.7,6.7,94318,196505,11,6.900542978,108.3430522
Punjab,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,196505,14827,14827,8.16,8.16,94318,196505,11,6.900542978,108.3430522
Goa,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,234354,-25090,-25090,-9.67,-9.67,234354,492648,11,6.987520609,110.2153153
Goa,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,215776,-18578,-18578,-7.93,-7.93,234354,492648,11,6.987520609,110.2153153
Goa,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,289185,73409,73409,34.02,34.02,234354,492648,11,6.987520609,110.2153153
Goa,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,334576,45391,45391,15.7,15.7,234354,492648,11,6.987520609,110.2153153
Goa,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,378953,44377,44377,13.26,13.26,234354,492648,11,6.987520609,110.2153153
Goa,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,411740,32787,32787,8.65,8.65,234354,492648,11,6.987520609,110.2153153
Goa,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,423716,11976,11976,2.91,2.91,234354,492648,11,6.987520609,110.2153153
Goa,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,435949,12233,12233,2.89,2.89,234354,492648,11,6.987520609,110.2153153
Goa,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,423047,-12902,-12902,-2.96,-2.96,234354,492648,11,6.987520609,110.2153153
Goa,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,459094,36047,36047,8.52,8.52,234354,492648,11,6.987520609,110.2153153
Goa,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,492648,33554,33554,7.31,7.31,234354,492648,11,6.987520609,110.2153153
Goa,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Western Region,Current Price,Base Year : 2011-12,Indian rupee,492648,33554,33554,7.31,7.31,234354,492648,11,6.987520609,110.2153153
Meghalaya,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,64477,4683,4683,7.83,7.83,64477,136948,11,7.088044554,112.3982195
Meghalaya,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,66281,1804,1804,2.8,2.8,64477,136948,11,7.088044554,112.3982195
Meghalaya,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,66485,204,204,0.31,0.31,64477,136948,11,7.088044554,112.3982195
Meghalaya,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,71594,5109,5109,7.68,7.68,64477,136948,11,7.088044554,112.3982195
Meghalaya,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,77585,5991,5991,8.37,8.37,64477,136948,11,7.088044554,112.3982195
Meghalaya,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,82457,4872,4872,6.28,6.28,64477,136948,11,7.088044554,112.3982195
Meghalaya,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,88954,6497,6497,7.88,7.88,64477,136948,11,7.088044554,112.3982195
Meghalaya,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,95422,6468,6468,7.27,7.27,64477,136948,11,7.088044554,112.3982195
Meghalaya,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,90751,-4671,-4671,-4.9,-4.9,64477,136948,11,7.088044554,112.3982195
Meghalaya,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,107971,17220,17220,18.97,18.97,64477,136948,11,7.088044554,112.3982195
Meghalaya,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,123896,15925,15925,14.75,14.75,64477,136948,11,7.088044554,112.3982195
Meghalaya,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,136948,13052,13052,10.53,10.53,64477,136948,11,7.088044554,112.3982195
Chandigarh,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,180457,21490,21490,13.52,13.52,180457,399654,11,7.495889407,121.4677181
Chandigarh,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,203356,22899,22899,12.69,12.69,180457,399654,11,7.495889407,121.4677181
Chandigarh,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,212594,9238,9238,4.54,4.54,180457,399654,11,7.495889407,121.4677181
Chandigarh,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,230009,17415,17415,8.19,8.19,180457,399654,11,7.495889407,121.4677181
Chandigarh,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,252236,22227,22227,9.66,9.66,180457,399654,11,7.495889407,121.4677181
Chandigarh,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,280512,28276,28276,11.21,11.21,180457,399654,11,7.495889407,121.4677181
Chandigarh,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,307812,27300,27300,9.73,9.73,180457,399654,11,7.495889407,121.4677181
Chandigarh,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,330703,22891,22891,7.44,7.44,180457,399654,11,7.495889407,121.4677181
Chandigarh,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,290417,-40286,-40286,-12.18,-12.18,180457,399654,11,7.495889407,121.4677181
Chandigarh,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,337406,46989,46989,16.18,16.18,180457,399654,11,7.495889407,121.4677181
Chandigarh,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,399654,62248,62248,18.45,18.45,180457,399654,11,7.495889407,121.4677181
Chandigarh,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,399654,62248,62248,18.45,18.45,180457,399654,11,7.495889407,121.4677181
Jharkhand,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,47360,6106,6106,14.8,14.8,47360,105274,11,7.531875613,122.2846284
Jharkhand,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,50006,2646,2646,5.59,5.59,47360,105274,11,7.531875613,122.2846284
Jharkhand,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,57301,7295,7295,14.59,14.59,47360,105274,11,7.531875613,122.2846284
Jharkhand,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,52754,-4547,-4547,-7.94,-7.94,47360,105274,11,7.531875613,122.2846284
Jharkhand,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,60018,7264,7264,13.77,13.77,47360,105274,11,7.531875613,122.2846284
Jharkhand,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,67484,7466,7466,12.44,12.44,47360,105274,11,7.531875613,122.2846284
Jharkhand,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,75421,7937,7937,11.76,11.76,47360,105274,11,7.531875613,122.2846284
Jharkhand,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,75016,-405,-405,-0.54,-0.54,47360,105274,11,7.531875613,122.2846284
Jharkhand,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,69963,-5053,-5053,-6.74,-6.74,47360,105274,11,7.531875613,122.2846284
Jharkhand,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,88500,18537,18537,26.5,26.5,47360,105274,11,7.531875613,122.2846284
Jharkhand,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,96449,7949,7949,8.98,8.98,47360,105274,11,7.531875613,122.2846284
Jharkhand,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,105274,8825,8825,9.15,9.15,47360,105274,11,7.531875613,122.2846284
Delhi,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,205568,20567,20567,11.12,11.12,205568,461910,11,7.637550228,124.6993696
Delhi,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,227900,22332,22332,10.86,10.86,205568,461910,11,7.637550228,124.6993696
Delhi,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,247209,19309,19309,8.47,8.47,205568,461910,11,7.637550228,124.6993696
Delhi,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,270261,23052,23052,9.32,9.32,205568,461910,11,7.637550228,124.6993696
Delhi,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,295558,25297,25297,9.36,9.36,205568,461910,11,7.637550228,124.6993696
Delhi,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,318323,22765,22765,7.7,7.7,205568,461910,11,7.637550228,124.6993696
Delhi,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,338730,20407,20407,6.41,6.41,205568,461910,11,7.637550228,124.6993696
Delhi,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,355798,17068,17068,5.04,5.04,205568,461910,11,7.637550228,124.6993696
Delhi,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,322311,-33487,-33487,-9.41,-9.41,205568,461910,11,7.637550228,124.6993696
Delhi,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,376217,53906,53906,16.72,16.72,205568,461910,11,7.637550228,124.6993696
Delhi,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,430120,53903,53903,14.33,14.33,205568,461910,11,7.637550228,124.6993696
Delhi,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),NA,All India,Union Territories,Current Price,Base Year : 2011-12,Indian rupee,461910,31790,31790,7.39,7.39,205568,461910,11,7.637550228,124.6993696
Uttarakhand,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,113654,13340,13340,13.3,13.3,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,126356,12702,12702,11.18,11.18,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,136099,9743,9743,7.71,7.71,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,147936,11837,11837,8.7,8.7,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,161752,13816,13816,9.34,9.34,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,180858,19106,19106,11.81,11.81,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,186207,5349,5349,2.96,2.96,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,190558,4351,4351,2.34,2.34,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,174526,-16032,-16032,-8.41,-8.41,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,205246,30720,30720,17.6,17.6,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,230994,25748,25748,12.54,12.54,113654,260201,11,7.820713961,128.9413483
Uttarakhand,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Central Region,Current Price,Base Year : 2011-12,Indian rupee,260201,29207,29207,12.64,12.64,113654,260201,11,7.820713961,128.9413483
Himachal Pradesh,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,99730,12009,12009,13.69,13.69,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,114095,14365,14365,14.4,14.4,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,123299,9204,9204,8.07,8.07,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,135512,12213,12213,9.91,9.91,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2017,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,150290,14778,14778,10.91,10.91,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2018,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,165497,15207,15207,10.12,10.12,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2019,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,174804,9307,9307,5.62,5.62,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2020,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,186559,11755,11755,6.72,6.72,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2021,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,173152,-13407,-13407,-7.19,-7.19,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2022,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,195795,22643,22643,13.08,13.08,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2023,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,218788,22993,22993,11.74,11.74,99730,235199,11,8.111926099,135.8357565
Himachal Pradesh,2024,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,Northern Region,Current Price,Base Year : 2011-12,Indian rupee,235199,16411,16411,7.5,7.5,99730,235199,11,8.111926099,135.8357565
Nagaland,2013,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,61225,8215,8215,15.5,15.5,61225,145537,11,8.189689644,137.7084524
Nagaland,2014,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,71510,10285,10285,16.8,16.8,61225,145537,11,8.189689644,137.7084524
Nagaland,2015,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,78367,6857,6857,9.59,9.59,61225,145537,11,8.189689644,137.7084524
Nagaland,2016,Per Capita Net State Domestic Product at Factor Cost-(PER_CAP_NET_SDP_RN),All India,All States,North Eastern Region,Current Price,Base Year : 2011-12,Indian rupee,82466,4099,4099,5.23,5.23,61225,145537,11,8.189689644,137.7084524
